Time: 00:54:11 | Score: 40 | WARNING
Time: 22:48:01 | Score: 100 | CRITICAL ALERT
Time: 22:48:01 | Score: 100 | CRITICAL ALERT
Time: 22:48:01 | Score: 100 | CRITICAL ALERT
Time: 22:48:01 | Score: 100 | CRITICAL ALERT
Time: 22:48:01 | Score: 100 | CRITICAL ALERT
Time: 22:48:01 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 100 | CRITICAL ALERT
Time: 22:48:02 | Score: 70 | CRITICAL ALERT
Time: 22:48:02 | Score: 40 | WARNING
Time: 22:48:02 | Score: 40 | WARNING
Time: 22:48:05 | Score: 30 | WARNING
Time: 22:48:05 | Score: 30 | WARNING
Time: 22:48:56 | Score: 40 | WARNING
Time: 22:48:56 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:57 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:58 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:48:59 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:00 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:01 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:02 | Score: 40 | WARNING
Time: 22:49:03 | Score: 40 | WARNING
Time: 22:49:03 | Score: 40 | WARNING
Time: 22:49:03 | Score: 40 | WARNING
Time: 22:49:06 | Score: 30 | WARNING
Time: 22:49:06 | Score: 30 | WARNING
Time: 22:49:29 | Score: 30 | WARNING
Time: 22:49:30 | Score: 30 | WARNING
Time: 22:49:31 | Score: 30 | WARNING
Time: 22:49:34 | Score: 30 | WARNING
Time: 22:49:35 | Score: 30 | WARNING
Time: 22:49:35 | Score: 30 | WARNING
Time: 22:49:43 | Score: 40 | WARNING
Time: 22:49:43 | Score: 40 | WARNING
Time: 22:49:44 | Score: 40 | WARNING
Time: 22:49:44 | Score: 40 | WARNING
Time: 22:49:45 | Score: 40 | WARNING
Time: 22:49:46 | Score: 40 | WARNING
Time: 22:49:46 | Score: 40 | WARNING
Time: 22:49:46 | Score: 40 | WARNING
Time: 22:49:46 | Score: 40 | WARNING
Time: 22:49:46 | Score: 40 | WARNING
Time: 22:49:48 | Score: 40 | WARNING
Time: 22:49:48 | Score: 40 | WARNING
Time: 22:49:48 | Score: 40 | WARNING
Time: 22:49:48 | Score: 40 | WARNING
Time: 22:49:48 | Score: 40 | WARNING
Time: 22:49:48 | Score: 40 | WARNING
Time: 22:49:51 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:52 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:53 | Score: 40 | WARNING
Time: 22:49:54 | Score: 40 | WARNING
Time: 22:49:54 | Score: 40 | WARNING
Time: 22:49:54 | Score: 40 | WARNING
Time: 22:50:07 | Score: 40 | WARNING
Time: 22:50:07 | Score: 40 | WARNING
Time: 22:50:07 | Score: 40 | WARNING
Time: 22:50:07 | Score: 40 | WARNING
Time: 22:50:07 | Score: 40 | WARNING
Time: 22:50:07 | Score: 40 | WARNING
Time: 22:50:07 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:50:08 | Score: 40 | WARNING
Time: 22:58:34 | Score: 40 | WARNING
Time: 22:58:34 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:35 | Score: 40 | WARNING
Time: 22:58:38 | Score: 40 | WARNING
Time: 22:58:38 | Score: 40 | WARNING
Time: 22:58:38 | Score: 40 | WARNING
Time: 22:58:38 | Score: 40 | WARNING
Time: 22:58:38 | Score: 40 | WARNING
Time: 22:58:39 | Score: 40 | WARNING
Time: 22:58:39 | Score: 40 | WARNING
Time: 22:58:39 | Score: 40 | WARNING
Time: 22:58:39 | Score: 40 | WARNING
Time: 22:58:39 | Score: 40 | WARNING
Time: 22:58:41 | Score: 40 | WARNING
Time: 22:58:41 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:42 | Score: 40 | WARNING
Time: 22:58:43 | Score: 40 | WARNING
Time: 22:58:43 | Score: 40 | WARNING
Time: 22:58:43 | Score: 40 | WARNING
Time: 22:58:43 | Score: 70 | CRITICAL ALERT
Time: 22:58:43 | Score: 70 | CRITICAL ALERT
Time: 22:58:43 | Score: 40 | WARNING
Time: 22:58:43 | Score: 40 | WARNING
Time: 22:58:43 | Score: 70 | CRITICAL ALERT
Time: 22:58:43 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:44 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:45 | Score: 70 | CRITICAL ALERT
Time: 22:58:46 | Score: 70 | CRITICAL ALERT
Time: 22:58:46 | Score: 40 | WARNING
Time: 22:58:46 | Score: 40 | WARNING
Time: 22:58:46 | Score: 40 | WARNING
Time: 22:58:46 | Score: 40 | WARNING
Time: 22:58:46 | Score: 40 | WARNING
Time: 22:58:46 | Score: 40 | WARNING
Time: 22:58:49 | Score: 40 | WARNING
Time: 22:58:49 | Score: 40 | WARNING
Time: 22:58:49 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:50 | Score: 40 | WARNING
Time: 22:58:51 | Score: 40 | WARNING
Time: 22:58:53 | Score: 40 | WARNING
Time: 22:58:53 | Score: 40 | WARNING
Time: 22:58:53 | Score: 40 | WARNING
Time: 22:58:53 | Score: 40 | WARNING
Time: 22:58:53 | Score: 40 | WARNING
Time: 22:58:53 | Score: 40 | WARNING
Time: 22:58:54 | Score: 40 | WARNING
Time: 22:58:54 | Score: 40 | WARNING
Time: 22:58:54 | Score: 40 | WARNING
Time: 22:58:54 | Score: 40 | WARNING
Time: 22:58:54 | Score: 40 | WARNING
Time: 22:58:54 | Score: 40 | WARNING
Time: 22:58:54 | Score: 40 | WARNING
Time: 22:58:57 | Score: 30 | WARNING
Time: 22:58:57 | Score: 30 | WARNING
Time: 22:58:57 | Score: 30 | WARNING
Time: 22:58:57 | Score: 30 | WARNING
Time: 22:58:57 | Score: 30 | WARNING
Time: 22:58:57 | Score: 30 | WARNING
Time: 22:58:58 | Score: 30 | WARNING
Time: 22:58:58 | Score: 30 | WARNING
Time: 22:58:58 | Score: 30 | WARNING
Time: 22:58:58 | Score: 30 | WARNING
Time: 22:58:58 | Score: 30 | WARNING
Time: 22:59:08 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:09 | Score: 40 | WARNING
Time: 22:59:12 | Score: 40 | WARNING
Time: 22:59:12 | Score: 40 | WARNING
Time: 22:59:12 | Score: 40 | WARNING
Time: 22:59:12 | Score: 40 | WARNING
Time: 22:59:12 | Score: 40 | WARNING
Time: 22:59:12 | Score: 40 | WARNING
Time: 22:59:12 | Score: 40 | WARNING
Time: 22:59:15 | Score: 30 | WARNING
Time: 22:59:15 | Score: 30 | WARNING
Time: 22:59:15 | Score: 30 | WARNING
Time: 22:59:15 | Score: 30 | WARNING
Time: 22:59:15 | Score: 30 | WARNING
Time: 22:59:15 | Score: 30 | WARNING
Time: 22:59:16 | Score: 30 | WARNING
Time: 22:59:16 | Score: 30 | WARNING
Time: 22:59:16 | Score: 30 | WARNING
Time: 22:59:20 | Score: 30 | WARNING
Time: 22:59:20 | Score: 30 | WARNING
Time: 22:59:21 | Score: 30 | WARNING
Time: 22:59:21 | Score: 30 | WARNING
Time: 22:59:22 | Score: 30 | WARNING
Time: 22:59:22 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:23 | Score: 30 | WARNING
Time: 22:59:24 | Score: 30 | WARNING
Time: 22:59:24 | Score: 30 | WARNING
Time: 22:59:24 | Score: 30 | WARNING
Time: 22:59:24 | Score: 30 | WARNING
Time: 22:59:24 | Score: 30 | WARNING
Time: 22:59:24 | Score: 30 | WARNING
Time: 22:59:24 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:25 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:26 | Score: 30 | WARNING
Time: 22:59:27 | Score: 30 | WARNING
Time: 22:59:27 | Score: 30 | WARNING
Time: 22:59:28 | Score: 30 | WARNING
Time: 22:59:28 | Score: 30 | WARNING
Time: 22:59:28 | Score: 30 | WARNING
Time: 22:59:28 | Score: 30 | WARNING
Time: 22:59:30 | Score: 30 | WARNING
Time: 22:59:31 | Score: 30 | WARNING
Time: 22:59:31 | Score: 30 | WARNING
Time: 22:59:31 | Score: 30 | WARNING
Time: 22:59:31 | Score: 30 | WARNING
Time: 22:59:31 | Score: 30 | WARNING
Time: 22:59:31 | Score: 30 | WARNING
Time: 22:59:34 | Score: 30 | WARNING
Time: 22:59:34 | Score: 30 | WARNING
Time: 22:59:35 | Score: 30 | WARNING
Time: 22:59:35 | Score: 30 | WARNING
Time: 22:59:35 | Score: 30 | WARNING
Time: 22:59:35 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:36 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:37 | Score: 30 | WARNING
Time: 22:59:38 | Score: 30 | WARNING
Time: 22:59:38 | Score: 30 | WARNING
Time: 22:59:38 | Score: 30 | WARNING
Time: 22:59:38 | Score: 30 | WARNING
Time: 22:59:38 | Score: 30 | WARNING
Time: 22:59:38 | Score: 30 | WARNING
Time: 22:59:38 | Score: 30 | WARNING
Time: 22:59:39 | Score: 30 | WARNING
Time: 22:59:39 | Score: 30 | WARNING
Time: 22:59:39 | Score: 30 | WARNING
Time: 22:59:39 | Score: 30 | WARNING
Time: 22:59:39 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:40 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:41 | Score: 30 | WARNING
Time: 22:59:42 | Score: 30 | WARNING
Time: 22:59:42 | Score: 30 | WARNING
Time: 22:59:42 | Score: 30 | WARNING
Time: 22:59:42 | Score: 30 | WARNING
Time: 22:59:42 | Score: 30 | WARNING
Time: 22:59:42 | Score: 30 | WARNING
Time: 22:59:42 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:43 | Score: 30 | WARNING
Time: 22:59:44 | Score: 30 | WARNING
Time: 22:59:44 | Score: 30 | WARNING
Time: 22:59:45 | Score: 30 | WARNING
Time: 22:59:47 | Score: 30 | WARNING
Time: 22:59:49 | Score: 30 | WARNING
Time: 22:59:49 | Score: 30 | WARNING
Time: 22:59:51 | Score: 30 | WARNING
Time: 22:59:51 | Score: 30 | WARNING
Time: 22:59:53 | Score: 30 | WARNING
Time: 22:59:54 | Score: 30 | WARNING
Time: 22:59:54 | Score: 30 | WARNING
Time: 22:59:55 | Score: 30 | WARNING
Time: 22:59:55 | Score: 30 | WARNING
Time: 22:59:55 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:56 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:57 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:58 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 22:59:59 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:00 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:01 | Score: 30 | WARNING
Time: 23:00:02 | Score: 30 | WARNING
Time: 23:00:02 | Score: 30 | WARNING
Time: 23:00:02 | Score: 30 | WARNING
Time: 23:00:05 | Score: 30 | WARNING
Time: 23:00:06 | Score: 30 | WARNING
Time: 23:00:06 | Score: 30 | WARNING
Time: 23:00:06 | Score: 30 | WARNING
Time: 23:00:06 | Score: 30 | WARNING
Time: 23:00:06 | Score: 30 | WARNING
Time: 23:00:07 | Score: 30 | WARNING
Time: 23:00:07 | Score: 30 | WARNING
Time: 23:00:07 | Score: 30 | WARNING
Time: 23:00:07 | Score: 30 | WARNING
Time: 23:00:07 | Score: 30 | WARNING
Time: 23:00:07 | Score: 30 | WARNING
Time: 23:00:07 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:08 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:09 | Score: 30 | WARNING
Time: 23:00:10 | Score: 30 | WARNING
Time: 23:00:10 | Score: 30 | WARNING
Time: 23:00:10 | Score: 30 | WARNING
Time: 23:00:10 | Score: 30 | WARNING
Time: 23:00:10 | Score: 30 | WARNING
Time: 23:00:10 | Score: 30 | WARNING
Time: 23:00:10 | Score: 30 | WARNING
Time: 23:00:13 | Score: 30 | WARNING
Time: 23:00:13 | Score: 30 | WARNING
Time: 23:00:15 | Score: 30 | WARNING
Time: 23:00:16 | Score: 30 | WARNING
Time: 23:00:16 | Score: 30 | WARNING
Time: 23:00:16 | Score: 30 | WARNING
Time: 23:00:16 | Score: 30 | WARNING
Time: 23:00:16 | Score: 30 | WARNING
Time: 23:00:17 | Score: 30 | WARNING
Time: 23:00:17 | Score: 30 | WARNING
Time: 23:00:17 | Score: 30 | WARNING
Time: 23:00:17 | Score: 30 | WARNING
Time: 23:00:17 | Score: 30 | WARNING
Time: 23:00:17 | Score: 30 | WARNING
Time: 23:00:17 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:18 | Score: 30 | WARNING
Time: 23:00:19 | Score: 30 | WARNING
Time: 23:00:19 | Score: 30 | WARNING
Time: 23:00:19 | Score: 30 | WARNING
Time: 23:30:44 | Score: 40 | WARNING
Time: 23:30:44 | Score: 40 | WARNING
Time: 23:30:45 | Score: 40 | WARNING
Time: 23:30:45 | Score: 40 | WARNING
Time: 23:30:45 | Score: 40 | WARNING
Time: 23:30:45 | Score: 40 | WARNING
Time: 23:30:45 | Score: 40 | WARNING
Time: 23:30:45 | Score: 40 | WARNING
Time: 23:30:46 | Score: 40 | WARNING
Time: 23:30:46 | Score: 40 | WARNING
Time: 23:30:46 | Score: 40 | WARNING
Time: 23:30:50 | Score: 40 | WARNING
Time: 23:30:50 | Score: 40 | WARNING
Time: 23:30:50 | Score: 40 | WARNING
Time: 23:30:50 | Score: 40 | WARNING
Time: 23:30:50 | Score: 40 | WARNING
Time: 23:30:51 | Score: 40 | WARNING
Time: 23:30:56 | Score: 40 | WARNING
Time: 23:30:56 | Score: 40 | WARNING
Time: 23:30:56 | Score: 40 | WARNING
Time: 23:30:57 | Score: 40 | WARNING
Time: 23:31:21 | Score: 30 | WARNING
Time: 23:31:22 | Score: 30 | WARNING
Time: 23:31:22 | Score: 30 | WARNING
Time: 23:31:22 | Score: 30 | WARNING
Time: 23:31:22 | Score: 30 | WARNING
Time: 23:31:22 | Score: 30 | WARNING
Time: 23:31:24 | Score: 30 | WARNING
Time: 23:32:43 | Score: 40 | WARNING
Time: 23:32:43 | Score: 40 | WARNING
Time: 23:32:43 | Score: 40 | WARNING
Time: 23:32:43 | Score: 40 | WARNING
Time: 23:32:43 | Score: 40 | WARNING
Time: 23:32:44 | Score: 40 | WARNING
Time: 23:32:44 | Score: 40 | WARNING
Time: 23:32:44 | Score: 40 | WARNING
Time: 23:32:44 | Score: 40 | WARNING
Time: 23:33:28 | Score: 40 | WARNING
Time: 23:33:28 | Score: 40 | WARNING
Time: 23:33:28 | Score: 40 | WARNING
Time: 23:33:29 | Score: 40 | WARNING
Time: 23:33:29 | Score: 40 | WARNING
Time: 23:33:29 | Score: 40 | WARNING
Time: 23:33:29 | Score: 40 | WARNING
Time: 23:33:29 | Score: 40 | WARNING
Time: 23:33:30 | Score: 40 | WARNING
Time: 23:33:30 | Score: 40 | WARNING
Time: 23:33:30 | Score: 40 | WARNING
Time: 23:33:30 | Score: 40 | WARNING
Time: 23:33:31 | Score: 40 | WARNING
Time: 23:33:31 | Score: 40 | WARNING
Time: 23:33:31 | Score: 40 | WARNING
Time: 23:33:31 | Score: 40 | WARNING
Time: 23:33:31 | Score: 40 | WARNING
Time: 23:33:32 | Score: 40 | WARNING
Time: 23:33:32 | Score: 40 | WARNING
Time: 23:33:32 | Score: 40 | WARNING
Time: 23:33:32 | Score: 40 | WARNING
Time: 23:33:33 | Score: 40 | WARNING
Time: 23:33:33 | Score: 40 | WARNING
Time: 23:33:33 | Score: 40 | WARNING
